,Gender,Birthplace,Occupation,continent,industry,count,educationLevel
518305,Male,Italy,Baker,Europe,Proprietor,1,illiterate
430890,Male,Austria,Operator,Europe,workers,1,read & write
666375,Male,Italy,Bookkeeper,Europe,paperworker,1,read & write
1071911,Male,Hungary,Operator,Europe,workers,1,read & write
880145,Male,Russia,Presser,Europe,workers,1,read & write
887809,Female,Russia,Operator,Europe,workers,1,illiterate
1009257,Male,Russia,Painter,Europe,artist,1,read & write
133202,Male,Russia,Operator,Europe,workers,1,read & write
635511,Male,Russia,Presser,Europe,workers,1,illiterate
1091873,Male,Ireland,Laborer,Europe,workers,1,read & write
504151,Male,Holland,Proprietor,Europe,Proprietor,1,read & write
790014,Male,Austria,Waiter,Europe,servant,1,read & write
806937,Male,Italy,Laborer,Europe,workers,1,read & write
303477,Male,Russia,Operator,Europe,workers,1,read & write
825917,Male,Austria,Operator,Europe,workers,1,read & write
597563,Male,Austria,Presser,Europe,workers,1,read & write
831913,Female,Italy,Finisher,Europe,workers,1,illiterate
642640,Female,Romania,Bookkeeper,Europe,paperworker,1,read & write
203053,Female,Italy,Dressmaker,Europe,Proprietor,1,illiterate
659580,Male,Germany,Driver,Europe,servant,1,read & write
697479,Male,Germany,Dressmaker,Europe,Proprietor,1,read & write
663853,Male,Italy,Peddler,Europe,Proprietor,1,read & write
6156,Male,Ireland,Clerk,Europe,paperworker,1,read & write
518940,Male,Italy,Painter,Europe,artist,1,read & write
736735,Male,Italy,Clerk,Europe,paperworker,1,read & write
89278,Female,Russia,Dressmaker,Europe,Proprietor,1,read & write
106295,Male,Russia,Operator,Europe,workers,1,read & write
1116773,Male,Italy,Helper,Europe,Helper,1,illiterate
53411,Male,Italy,Laborer,Europe,workers,1,illiterate
851404,Male,Germany,Clerk,Europe,paperworker,1,read & write
597576,Male,Austria,Laborer,Europe,workers,1,read & write
874082,Male,Italy,Laborer,Europe,workers,1,illiterate
832696,Male,Austria,Operator,Europe,workers,1,read & write
459788,Male,Germany,Driver,Europe,servant,1,read & write
400807,Male,Russia,Finisher,Europe,workers,1,read & write
657951,Female,Italy,Operator,Europe,workers,1,read & write
91246,Male,Russia,Operator,Europe,workers,1,read & write
693089,Female,Ireland,Operator,Europe,workers,1,read & write
263781,Male,Russia,Cutter,Europe,workers,1,illiterate
837615,Male,Russia,Presser,Europe,workers,1,read & write
545245,Male,Italy,Barber,Europe,Proprietor,1,read & write
630827,Male,Russia,Operator,Europe,workers,1,read & write
251826,Male,Ireland,Clerk,Europe,paperworker,1,read & write
616101,Male,Russia,Presser,Europe,workers,1,illiterate
153113,Male,Ireland,Laborer,Europe,workers,1,read & write
164983,Female,Italy,Housework,Europe,servant,1,illiterate
1030826,Male,Russia,Helper,Europe,Helper,1,read & write
364315,Male,Austria,Painter,Europe,artist,1,read & write
201515,Female,Ireland,Stenographer,Europe,paperworker,1,read & write
310819,Male,Russia,Presser,Europe,workers,1,read & write
685930,Male,Germany,Driver,Europe,servant,1,read & write
610847,Female,Russia,Operator,Europe,workers,1,illiterate
1158829,Male,Turkey,Laborer,Europe,workers,1,read & write
863061,Female,Austria,Operator,Europe,workers,1,read & write
763377,Male,Ireland,Salesman,Europe,servant,1,read & write
1052426,Female,Bohemia,Housework,Europe,servant,1,read & write
440145,Male,Russia,Salesman,Europe,servant,1,read & write
1006131,Male,Ireland,Laborer,Europe,workers,1,read & write
592549,Male,Italy,Laborer,Europe,workers,1,illiterate
431207,Male,Ireland,Driver,Europe,servant,1,read & write
607282,Male,Austria,Peddler,Europe,Proprietor,1,read & write
12402,Male,Italy,Packer,Europe,workers,1,read & write
769959,Male,Switzerland,Waiter,Europe,servant,1,read & write
411566,Male,Austria,Painter,Europe,artist,1,
238927,Female,Ireland,Stenographer,Europe,paperworker,1,read & write
1008368,Female,Ireland,Saleslady,Europe,servant,1,read & write
77438,Male,Russia,Driver,Europe,servant,1,read & write
29864,Male,Ireland,Clerk,Europe,paperworker,1,read & write
1024676,Male,Germany,Butcher,Europe,Proprietor,1,read & write
985142,Male,Italy,Laborer,Europe,workers,1,illiterate
1018561,Female,Ireland,Stenographer,Europe,paperworker,1,read & write
138765,Male,Russia,Cutter,Europe,workers,1,read & write
476928,Male,Russia,Painter,Europe,artist,1,read & write
940894,Female,Germany,Cook,Europe,workers,1,read & write
84143,Male,Russia,Carpenter,Europe,Proprietor,1,read & write
1058279,Male,Russia,Tailor,Europe,Proprietor,1,read & write
1103350,Male,Ireland,Salesman,Europe,servant,1,read & write
1039250,Female,Germany,Tailor,Europe,Proprietor,1,read & write
337970,Male,Austria,Butcher,Europe,Proprietor,1,read & write
809389,Female,Austria,Operator,Europe,workers,1,read & write
773390,Male,Russia,Tailor,Europe,Proprietor,1,read & write
150185,Male,Russia,Driver,Europe,servant,1,read & write
693023,Female,Ireland,Bookkeeper,Europe,paperworker,1,read & write
966289,Male,Ireland,Carpenter,Europe,Proprietor,1,read & write
939740,Male,Russia,Proprietor,Europe,Proprietor,1,read & write
146248,Male,Ireland,Laborer,Europe,workers,1,read & write
383257,Male,Russia,Laborer,Europe,workers,1,illiterate
869038,Female,Russia,Operator,Europe,workers,1,read & write
1011152,Male,Ireland,Driver,Europe,servant,1,read & write
326107,Male,Russia,Clerk,Europe,paperworker,1,read & write
278702,Female,Austria,Operator,Europe,workers,1,read & write
674712,Male,Italy,Tailor,Europe,Proprietor,1,read & write
216673,Female,Ireland,Stenographer,Europe,paperworker,1,read & write
813246,Male,Russia,Salesman,Europe,servant,1,read & write
623088,Male,Russia,Presser,Europe,workers,1,read & write
418597,Male,Austria,Operator,Europe,workers,1,read & write
418836,Male,Russia,Operator,Europe,workers,1,read & write
1264692,Female,Sweden,Cook,Europe,workers,1,read & write
634785,Male,Russia,Presser,Europe,workers,1,illiterate
319074,Female,Russia,Operator,Europe,workers,1,read & write
1087215,Male,Austria,Proprietor,Europe,Proprietor,1,read & write
390955,Male,Romania,Salesman,Europe,servant,1,read & write
389053,Female,Russia,Operator,Europe,workers,1,read & write
323843,Male,Russia,Peddler,Europe,Proprietor,1,illiterate
698641,Male,England,Stenographer,Europe,paperworker,1,read & write
491588,Male,Germany,Clerk,Europe,paperworker,1,read & write
536893,Male,Italy,Laborer,Europe,workers,1,illiterate
23081,Male,Italy,Laborer,Europe,workers,1,read & write
313896,Female,Russia,Operator,Europe,workers,1,read & write
376579,Male,Austria,Operator,Europe,workers,1,illiterate
579014,Male,Italy,Barber,Europe,Proprietor,1,read & write
349484,Male,Austria,Tailor,Europe,Proprietor,1,read & write
710948,Female,Italy,Finisher,Europe,workers,1,read & write
769292,Male,England,Stenographer,Europe,paperworker,1,read & write
252051,Male,Ireland,Driver,Europe,servant,1,read & write
1191009,Male,Germany,Tailor,Europe,Proprietor,1,read & write
794089,Male,Russia,Peddler,Europe,Proprietor,1,read & write
481033,Male,Ireland,Cigar Maker,Europe,Proprietor,1,read & write
1107215,Male,Germany,Laborer,Europe,workers,1,read & write
591848,Male,Poland,Clerk,Europe,paperworker,1,read & write
1017936,Male,Ireland,Carpenter,Europe,Proprietor,1,read & write
1210242,Male,Ireland,Salesman,Europe,servant,1,read & write
917149,Male,Russia,Tailor,Europe,Proprietor,1,read & write
656072,Male,Italy,Laborer,Europe,workers,1,read & write
868343,Male,Austria,Bookkeeper,Europe,paperworker,1,read & write
54651,Male,Italy,Barber,Europe,Proprietor,1,read & write
665042,Male,Italy,Laborer,Europe,workers,1,illiterate
12948,Male,Italy,Peddler,Europe,Proprietor,1,illiterate
1074641,Male,Italy,Laborer,Europe,workers,1,read & write
535989,Male,Italy,Carpenter,Europe,Proprietor,1,illiterate
1018201,Male,Germany,Clerk,Europe,paperworker,1,read & write
1253252,Female,Hungary,Cook,Europe,workers,1,read & write
444331,Male,Russia,Tailor,Europe,Proprietor,1,read & write
849176,Male,Germany,Machinist,Europe,engineer,1,read & write
240142,Male,Ireland,Clerk,Europe,paperworker,1,read & write
455777,Male,Italy,Stenographer,Europe,paperworker,1,read & write
400899,Male,Hungary,Presser,Europe,workers,1,read & write
161404,Female,Italy,Packer,Europe,workers,1,illiterate
1224543,Male,France,Bookkeeper,Europe,paperworker,1,read & write
872783,Male,Romania,Finisher,Europe,workers,1,only read
607668,Male,Russia,Operator,Europe,workers,1,read & write
703861,Female,Germany,Operator,Europe,workers,1,read & write
816368,Male,Romania,Cutter,Europe,workers,1,read & write
870294,Male,Russia,Tailor,Europe,Proprietor,1,only read
789355,Male,Germany,Clerk,Europe,paperworker,1,read & write
591679,Male,Russia,Tailor,Europe,Proprietor,1,only read
736219,Male,Ireland,Laborer,Europe,workers,1,read & write
65898,Female,Austria,Baker,Europe,Proprietor,1,read & write
783467,Male,Italy,Helper,Europe,Helper,1,read & write
1246305,Female,Ireland,Dressmaker,Europe,Proprietor,1,read & write
1202266,Male,Ireland,Proprietor,Europe,Proprietor,1,read & write
856743,Male,Russia,Butcher,Europe,Proprietor,1,read & write
138864,Male,Russia,Presser,Europe,workers,1,read & write
1182727,Male,Switzerland,Cook,Europe,workers,1,read & write
1106968,Male,Germany,Helper,Europe,Helper,1,read & write
650279,Female,Italy,Finisher,Europe,workers,1,read & write
825600,Female,Russia,Operator,Europe,workers,1,read & write
923606,Male,Russia,Presser,Europe,workers,1,read & write
620471,Male,Russia,Peddler,Europe,Proprietor,1,read & write
336990,Male,Russia,Finisher,Europe,workers,1,read & write
403407,Male,Austria,Tailor,Europe,Proprietor,1,read & write
550294,Male,Russia,Painter,Europe,artist,1,read & write
856474,Male,Italy,Tailor,Europe,Proprietor,1,illiterate
894229,Female,Austria,Housework,Europe,servant,1,illiterate
210924,Female,Russia,Servant,Europe,servant,1,read & write
632687,Female,Russia,Peddler,Europe,Proprietor,1,read & write
390244,Male,Austria,Painter,Europe,artist,1,
315432,Male,Italy,Laborer,Europe,workers,1,read & write
698012,Female,Ireland,Housework,Europe,servant,1,read & write
303212,Male,Italy,Porter,Europe,servant,1,read & write
850685,Male,Russia,Operator,Europe,workers,1,read & write
416508,Male,Austria,Salesman,Europe,servant,1,read & write
1110266,Male,Ireland,Clerk,Europe,paperworker,1,read & write
1163567,Male,Ireland,Laborer,Europe,workers,1,read & write
689084,Male,Ireland,Clerk,Europe,paperworker,1,read & write
838957,Female,Ireland,Dressmaker,Europe,Proprietor,1,read & write
456885,Male,Germany,Driver,Europe,servant,1,read & write
850320,Female,Hungary,Operator,Europe,workers,1,read & write
85284,Male,Russia,Cutter,Europe,workers,1,read & write
1150766,Male,Italy,Proprietor,Europe,Proprietor,1,read & write
311669,Female,Russia,Stenographer,Europe,paperworker,1,read & write
546877,Female,Germany,Driver,Europe,servant,1,read & write
67227,Female,Russia,Operator,Europe,workers,1,read & write
635722,Male,Russia,Salesman,Europe,servant,1,read & write
792462,Female,Russia,Operator,Europe,workers,1,read & write
357084,Male,Russia,Tailor,Europe,Proprietor,1,read & write
571541,Male,Italy,Laborer,Europe,workers,1,illiterate
821917,Male,Italy,Tailor,Europe,Proprietor,1,illiterate
1177584,Male,Russia,Stenographer,Europe,paperworker,1,read & write
1185389,Female,Ireland,Dressmaker,Europe,Proprietor,1,read & write
1062640,Male,Hungary,Waiter,Europe,servant,1,read & write
737080,Female,Ireland,Stenographer,Europe,paperworker,1,read & write
1060435,Male,Ireland,Clerk,Europe,paperworker,1,read & write
1045900,Male,Ireland,Driver,Europe,servant,1,read & write
655599,Male,Italy,Laborer,Europe,workers,1,illiterate
1263747,Male,Ireland,Waiter,Europe,servant,1,read & write
484085,Male,Ireland,Baker,Europe,Proprietor,1,read & write
865491,Male,Russia,Presser,Europe,workers,1,illiterate
259935,Male,Russia,Carpenter,Europe,Proprietor,1,read & write
593978,Male,Italy,Laborer,Europe,workers,1,read & write
111740,Male,Russia,Presser,Europe,workers,1,read & write
780167,Male,Italy,Laborer,Europe,workers,1,illiterate
1243971,Male,Germany,Cook,Europe,workers,1,read & write
1126951,Male,Italy,Carpenter,Europe,Proprietor,1,illiterate
1252174,Female,Sweden,Servant,Europe,servant,1,read & write
611700,Male,Austria,Tailor,Europe,Proprietor,1,read & write
218173,Female,Ireland,Operator,Europe,workers,1,read & write
856803,Female,Austria,Operator,Europe,workers,1,read & write
282581,Male,Russia,Operator,Europe,workers,1,read & write
163635,Male,Italy,Laborer,Europe,workers,1,illiterate
356691,Male,Russia,Operator,Europe,workers,1,illiterate
378117,Male,Austria,Operator,Europe,workers,1,read & write
914861,Male,Austria,Salesman,Europe,servant,1,read & write
93786,Male,Italy,Laborer,Europe,workers,1,illiterate
361520,Male,Russia,Laborer,Europe,workers,1,read & write
191133,Male,Russia,Laborer,Europe,workers,1,read & write
586068,Male,Italy,Laborer,Europe,workers,1,illiterate
621713,Female,Russia,Laborer,Europe,workers,1,read & write
153723,Male,Russia,Tailor,Europe,Proprietor,1,read & write
90091,Female,Russia,Operator,Europe,workers,1,only read
842301,Male,Italy,Tailor,Europe,Proprietor,1,read & write
893365,Male,Austria,Operator,Europe,workers,1,read & write
337357,Male,Russia,Laborer,Europe,workers,1,illiterate
604169,Female,Russia,Dressmaker,Europe,Proprietor,1,read & write
228733,Male,England,Driver,Europe,servant,1,read & write
207461,Female,Ireland,Packer,Europe,workers,1,read & write
1261375,Female,Germany,Servant,Europe,servant,1,read & write
376873,Female,Hungary,Bookkeeper,Europe,paperworker,1,read & write
1125953,Male,Ireland,Driver,Europe,servant,1,read & write
43790,Female,Russia,Servant,Europe,servant,1,read & write
86841,Female,Russia,Operator,Europe,workers,1,read & write
898411,Male,Russia,Painter,Europe,artist,1,read & write
535655,Male,Italy,Laborer,Europe,workers,1,read & write
117669,Male,Russia,Tailor,Europe,Proprietor,1,illiterate
860267,Female,Russia,Tailor,Europe,Proprietor,1,read & write
1241920,Male,Ireland,Waiter,Europe,servant,1,read & write
1143729,Male,Spain,Clerk,Europe,paperworker,1,read & write
283006,Male,Russia,Cigar Maker,Europe,Proprietor,1,read & write
679159,Female,Ireland,Housework,Europe,servant,1,read & write
555525,Male,Italy,Barber,Europe,Proprietor,1,read & write
864981,Female,Russia,Dressmaker,Europe,Proprietor,1,illiterate
10959,Male,Ireland,Laborer,Europe,workers,1,read & write
308925,Male,Russia,Operator,Europe,workers,1,read & write
191073,Male,Ireland,Laborer,Europe,workers,1,read & write
665535,Male,Italy,Peddler,Europe,Proprietor,1,illiterate
1355,Male,England,Clerk,Europe,paperworker,1,read & write
100425,Male,Russia,Cutter,Europe,workers,1,read & write
915299,Female,Romania,Finisher,Europe,workers,1,read & write
86453,Male,Austria,Tailor,Europe,Proprietor,1,read & write
637332,Male,Russia,Tailor,Europe,Proprietor,1,illiterate
832710,Male,Russia,Carpenter,Europe,Proprietor,1,read & write
871155,Male,Russia,Operator,Europe,workers,1,read & write
720404,Female,Ireland,Clerk,Europe,paperworker,1,read & write
982729,Male,Russia,Painter,Europe,artist,1,read & write
797988,Male,Hungary,Tailor,Europe,Proprietor,1,read & write
862711,Male,Russia,Tailor,Europe,Proprietor,1,read & write
119055,Male,Russia,Barber,Europe,Proprietor,1,read & write
97226,Male,Russia,Painter,Europe,artist,1,illiterate
759551,Male,Holland,Waiter,Europe,servant,1,read & write
651108,Male,Ireland,Painter,Europe,artist,1,read & write
240910,Male,Ireland,Clerk,Europe,paperworker,1,read & write
693468,Female,Ireland,Housework,Europe,servant,1,read & write
147137,Male,Russia,Operator,Europe,workers,1,read & write
1176237,Female,Ireland,Operator,Europe,workers,1,read & write
372630,Male,Russia,Carpenter,Europe,Proprietor,1,read & write
925648,Male,Austria,Tailor,Europe,Proprietor,1,read & write
107174,Female,Russia,Operator,Europe,workers,1,read & write
935858,Male,Russia,Servant,Europe,servant,1,read & write
631627,Male,Austria,Barber,Europe,Proprietor,1,read & write
923211,Male,Italy,Laborer,Europe,workers,1,read & write
8426,Male,Greece,Peddler,Europe,Proprietor,1,read & write
93132,Female,Italy,Finisher,Europe,workers,1,illiterate
1171002,Female,Italy,Dressmaker,Europe,Proprietor,1,read & write
258251,Male,Germany,Tailor,Europe,Proprietor,1,read & write
155227,Male,Italy,Driver,Europe,servant,1,illiterate
1154163,Male,Italy,Waiter,Europe,servant,1,read & write
13490,Female,Italy,Operator,Europe,workers,1,illiterate
117328,Female,Russia,Dressmaker,Europe,Proprietor,1,read & write
440971,Male,Hungary,Clerk,Europe,paperworker,1,read & write
794809,Female,Germany,Stenographer,Europe,paperworker,1,read & write
546339,Male,Russia,Presser,Europe,workers,1,read & write
1121403,Female,Ireland,Dressmaker,Europe,Proprietor,1,read & write
78881,Female,Russia,Operator,Europe,workers,1,read & write
107457,Female,Russia,Finisher,Europe,workers,1,read & write
161013,Male,Italy,Clerk,Europe,paperworker,1,read & write
301194,Male,Russia,Clerk,Europe,paperworker,1,read & write
915027,Female,Austria,Finisher,Europe,workers,1,read & write
1226921,Female,Ireland,Servant,Europe,servant,1,read & write
1191550,Male,Germany,Clerk,Europe,paperworker,1,read & write
458546,Male,Germany,Bartender,Europe,servant,1,read & write
413116,Male,Austria,Operator,Europe,workers,1,illiterate
363607,Male,Austria,Tailor,Europe,Proprietor,1,illiterate
1134626,Male,Ireland,Clerk,Europe,paperworker,1,read & write
1193198,Male,Poland,Salesman,Europe,servant,1,read & write
608157,Female,Russia,Finisher,Europe,workers,1,read & write
1244754,Male,Ireland,Driver,Europe,servant,1,read & write
42469,Male,Italy,Laborer,Europe,workers,1,read & write
266775,Female,Russia,Saleslady,Europe,servant,1,read & write
607023,Female,Austria,Operator,Europe,workers,1,read & write
395490,Female,Russia,Operator,Europe,workers,1,illiterate
329975,Male,Russia,Presser,Europe,workers,1,only read
38514,Female,Poland,Cook,Europe,workers,1,
737578,Male,Ireland,Laborer,Europe,workers,1,read & write
536027,Female,Italy,Dressmaker,Europe,Proprietor,1,read & write
168179,Male,Italy,Tailor,Europe,Proprietor,1,read & write
234030,Male,Italy,Waiter,Europe,servant,1,illiterate
730539,Male,Ireland,Laborer,Europe,workers,1,read & write
1247135,Female,Ireland,Cook,Europe,workers,1,read & write
321847,Male,Russia,Laborer,Europe,workers,1,read & write
893304,Female,Russia,Housework,Europe,servant,1,read & write
300887,Male,Russia,Peddler,Europe,Proprietor,1,illiterate
263679,Male,Russia,Operator,Europe,workers,1,read & write
755062,Female,Ireland,Dressmaker,Europe,Proprietor,1,read & write
1084314,Male,Russia,Clerk,Europe,paperworker,1,read & write
616290,Male,Russia,Painter,Europe,artist,1,read & write
1115218,Male,Ireland,Clerk,Europe,paperworker,1,read & write
972306,Female,Germany,Servant,Europe,servant,1,read & write
508238,Male,Germany,Baker,Europe,Proprietor,1,read & write
474926,Male,Hungary,Driver,Europe,servant,1,read & write
532822,Male,Italy,Barber,Europe,Proprietor,1,read & write
834787,Male,Austria,Packer,Europe,workers,1,read & write
886425,Female,Austria,Cook,Europe,workers,1,read & write
921803,Female,Italy,Finisher,Europe,workers,1,illiterate
774953,Male,Austria,Clerk,Europe,paperworker,1,read & write
927998,Female,Russia,Finisher,Europe,workers,1,read & write
30778,Female,Italy,Packer,Europe,workers,1,illiterate
562274,Male,Italy,Presser,Europe,workers,1,only read
709504,Male,Italy,Tailor,Europe,Proprietor,1,read & write
144585,Male,Ireland,Laborer,Europe,workers,1,read & write
444009,Male,Austria,Finisher,Europe,workers,1,illiterate
1181509,Female,Austria,Cook,Europe,workers,1,read & write
123125,Male,Russia,Bookkeeper,Europe,paperworker,1,read & write
90937,Male,Russia,Cutter,Europe,workers,1,read & write
353052,Male,Russia,Operator,Europe,workers,1,read & write
1130239,Male,Ireland,Laborer,Europe,workers,1,read & write
177336,Male,Italy,Butcher,Europe,Proprietor,1,read & write
1222395,Female,Ireland,Servant,Europe,servant,1,read & write
782288,Male,Italy,Tailor,Europe,Proprietor,1,read & write
211239,Male,Germany,Cook,Europe,workers,1,read & write
42826,Male,Austria,Waiter,Europe,servant,1,read & write
804576,Male,Russia,Tailor,Europe,Proprietor,1,read & write
197929,Male,Germany,Waiter,Europe,servant,1,read & write
969454,Female,Ireland,Dressmaker,Europe,Proprietor,1,read & write
284351,Female,Russia,Finisher,Europe,workers,1,read & write
455214,Male,Ireland,Salesman,Europe,servant,1,read & write
163681,Male,Italy,Laborer,Europe,workers,1,read & write
300759,Female,Russia,Peddler,Europe,Proprietor,1,illiterate
859268,Male,Russia,Painter,Europe,artist,1,illiterate
1110270,Male,Ireland,Helper,Europe,Helper,1,read & write
622816,Female,Russia,Cook,Europe,workers,1,illiterate
304889,Male,Russia,Tailor,Europe,Proprietor,1,read & write
312732,Female,Russia,Operator,Europe,workers,1,read & write
414592,Female,Austria,Operator,Europe,workers,1,read & write
569121,Male,Italy,Butcher,Europe,Proprietor,1,read & write
114564,Male,Russia,Tailor,Europe,Proprietor,1,read & write
358355,Male,Russia,Operator,Europe,workers,1,read & write
155060,Female,Italy,Finisher,Europe,workers,1,illiterate
1133286,Male,Italy,Laborer,Europe,workers,1,illiterate
1197061,Male,Ireland,Porter,Europe,servant,1,read & write
916628,Male,Russia,Cutter,Europe,workers,1,read & write
330791,Male,Hungary,Packer,Europe,workers,1,read & write
393057,Male,Austria,Cutter,Europe,workers,1,read & write
677447,Male,Italy,Barber,Europe,Proprietor,1,read & write
383729,Male,Russia,Waiter,Europe,servant,1,read & write
47950,Male,Russia,Driver,Europe,servant,1,read & write
529135,Male,Italy,Presser,Europe,workers,1,read & write
398397,Male,Hungary,Tailor,Europe,Proprietor,1,read & write
415435,Female,Austria,Finisher,Europe,workers,1,read & write
571094,Male,Italy,Tailor,Europe,Proprietor,1,read & write
1222248,Female,Germany,Dressmaker,Europe,Proprietor,1,read & write
825015,Female,Russia,Saleslady,Europe,servant,1,read & write
150758,Male,Russia,Presser,Europe,workers,1,read & write
1239715,Male,Ireland,Laborer,Europe,workers,1,read & write
1179011,Female,Ireland,Servant,Europe,servant,1,read & write
981407,Female,Austria,Operator,Europe,workers,1,read & write
754862,Male,Italy,Peddler,Europe,Proprietor,1,illiterate
19995,Male,Italy,Tailor,Europe,Proprietor,1,illiterate
396011,Male,Russia,Presser,Europe,workers,1,read & write
233853,Male,Italy,Presser,Europe,workers,1,read & write
849556,Female,Russia,Dressmaker,Europe,Proprietor,1,read & write
1042622,Female,Austria,Proprietor,Europe,Proprietor,1,read & write
905472,Male,Hungary,Operator,Europe,workers,1,read & write
759464,Male,Italy,Waiter,Europe,servant,1,illiterate
1249817,Female,Switzerland,Cook,Europe,workers,1,read & write
1052800,Male,Austria,Laborer,Europe,workers,1,illiterate
162229,Male,Italy,Barber,Europe,Proprietor,1,read & write
378042,Female,Austria,Operator,Europe,workers,1,read & write
896358,Male,Austria,Carpenter,Europe,Proprietor,1,read & write
652780,Male,Italy,Driver,Europe,servant,1,illiterate
930792,Female,Russia,Operator,Europe,workers,1,illiterate
829547,Male,Russia,Cutter,Europe,workers,1,read & write
143728,Male,Russia,Tailor,Europe,Proprietor,1,read & write
692086,Male,Ireland,Salesman,Europe,servant,1,read & write
1043222,Female,Hungary,Cigar Maker,Europe,Proprietor,1,read & write
380503,Male,Italy,Barber,Europe,Proprietor,1,
807041,Male,Italy,Laborer,Europe,workers,1,illiterate
761321,Male,England,Painter,Europe,artist,1,read & write
882455,Female,Russia,Dressmaker,Europe,Proprietor,1,illiterate
568271,Male,Italy,Porter,Europe,servant,1,read & write
1148042,Male,France,Waiter,Europe,servant,1,read & write
881346,Female,Russia,Bookkeeper,Europe,paperworker,1,read & write
1090959,Male,Austria,Cutter,Europe,workers,1,read & write
158717,Male,Russia,Clerk,Europe,paperworker,1,read & write
390444,Male,Austria,Peddler,Europe,Proprietor,1,
543981,Female,Italy,Operator,Europe,workers,1,illiterate
637198,Male,Russia,Tailor,Europe,Proprietor,1,read & write
1048924,Male,Austria,Tailor,Europe,Proprietor,1,read & write
643386,Female,Russia,Finisher,Europe,workers,1,read & write
389784,Male,Austria,Proprietor,Europe,Proprietor,1,
927152,Male,Austria,Butcher,Europe,Proprietor,1,illiterate
640614,Female,Russia,Stenographer,Europe,paperworker,1,read & write
278625,Female,Austria,Finisher,Europe,workers,1,read & write
828949,Female,Russia,Saleslady,Europe,servant,1,read & write
982602,Male,Hungary,Cook,Europe,workers,1,read & write
893536,Male,Austria,Operator,Europe,workers,1,read & write
824197,Male,Russia,Tailor,Europe,Proprietor,1,read & write
527221,Male,Italy,Driver,Europe,servant,1,read & write
338668,Male,Hungary,Salesman,Europe,servant,1,read & write
464010,Male,Ireland,Waiter,Europe,servant,1,read & write
606952,Female,Russia,Operator,Europe,workers,1,read & write
264684,Male,Italy,Laborer,Europe,workers,1,illiterate
312326,Female,Russia,Operator,Europe,workers,1,read & write
949784,Male,Italy,Laborer,Europe,workers,1,read & write
664412,Male,Italy,Peddler,Europe,Proprietor,1,
942326,Male,Russia,Operator,Europe,workers,1,read & write
339684,Female,Russia,Operator,Europe,workers,1,read & write
122809,Male,Russia,Operator,Europe,workers,1,read & write
943382,Female,France,Dressmaker,Europe,Proprietor,1,read & write
1104168,Male,Ireland,Driver,Europe,servant,1,read & write
52140,Male,Italy,Laborer,Europe,workers,1,illiterate
273917,Female,Russia,Servant,Europe,servant,1,read & write
64449,Male,Russia,Bookkeeper,Europe,paperworker,1,read & write
1216370,Male,Austria,Porter,Europe,servant,1,read & write
366429,Female,Austria,Housework,Europe,servant,1,read & write
697374,Male,Ireland,Laborer,Europe,workers,1,read & write
1253598,Female,Ireland,Servant,Europe,servant,1,read & write
675797,Male,Italy,Tailor,Europe,Proprietor,1,read & write
165197,Female,Italy,Finisher,Europe,workers,1,read & write
1000709,Male,Ireland,Porter,Europe,servant,1,read & write
253731,Male,Ireland,Bartender,Europe,servant,1,read & write
1258806,Female,Hungary,Cook,Europe,workers,1,read & write
721446,Male,Austria,Laborer,Europe,workers,1,read & write
75474,Female,Russia,Tailor,Europe,Proprietor,1,illiterate
283901,Male,Russia,Cutter,Europe,workers,1,read & write
915151,Male,Austria,Operator,Europe,workers,1,read & write
53882,Male,Italy,Peddler,Europe,Proprietor,1,illiterate
79722,Male,Austria,Clerk,Europe,paperworker,1,read & write
380314,Male,Austria,Peddler,Europe,Proprietor,1,read & write
64246,Male,Russia,Barber,Europe,Proprietor,1,read & write
398148,Female,Russia,Saleslady,Europe,servant,1,read & write
529856,Male,Italy,Laborer,Europe,workers,1,read & write
1043394,Male,Germany,Clerk,Europe,paperworker,1,read & write
4760,Male,Sweden,Laborer,Europe,workers,1,read & write
972318,Female,England,Servant,Europe,servant,1,read & write
889371,Male,Italy,Barber,Europe,Proprietor,1,read & write
313576,Male,Romania,Operator,Europe,workers,1,read & write
1162434,Female,Belgium,Servant,Europe,servant,1,read & write
1025537,Male,Russia,Porter,Europe,servant,1,read & write
1209013,Male,Germany,Clerk,Europe,paperworker,1,read & write
98868,Male,Russia,Operator,Europe,workers,1,read & write
500382,Male,Ireland,Bartender,Europe,servant,1,read & write
968637,Female,Germany,Waiter,Europe,servant,1,read & write
740463,Male,Ireland,Clerk,Europe,paperworker,1,read & write
395333,Female,Russia,Packer,Europe,workers,1,read & write
62511,Male,Austria,Salesman,Europe,servant,1,illiterate
327482,Female,Russia,Saleslady,Europe,servant,1,read & write
1202531,Male,Austria,Waiter,Europe,servant,1,read & write
939260,Male,Russia,Cutter,Europe,workers,1,read & write
1224767,Male,Ireland,Laborer,Europe,workers,1,read & write
553712,Male,Italy,Laborer,Europe,workers,1,illiterate
316320,Male,Russia,Cutter,Europe,workers,1,read & write
863687,Female,Russia,Finisher,Europe,workers,1,illiterate
1107133,Male,Ireland,Laborer,Europe,workers,1,read & write
454463,Male,Scotland,Carpenter,Europe,Proprietor,1,read & write
851121,Male,Germany,Baker,Europe,Proprietor,1,read & write
244817,Male,Ireland,Packer,Europe,workers,1,read & write
922049,Male,Italy,Tailor,Europe,Proprietor,1,illiterate
